Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,TVOC_eCO2_ratio,Temperature[C]_25th_percentile,Temperature[C]_50th_percentile,Temperature[C]_75th_percentile,Humidity[%]_25th_percentile,Humidity[%]_50th_percentile,Humidity[%]_75th_percentile,TVOC[ppb]_25th_percentile,TVOC[ppb]_50th_percentile,TVOC[ppb]_75th_percentile,eCO2[ppm]_25th_percentile,eCO2[ppm]_50th_percentile,eCO2[ppm]_75th_percentile
18.581,47.93,1118.0,400.0,12915.0,19448.0,938.696,1.71,1.78,11.78,1.836,0.041,2.795,0,0,1,0,1,1,0,0,1,1,1,1
0.423,52.18,981.0,480.0,12779.0,19486.0,939.097,2.22,2.31,15.28,2.383,0.054,2.04375,0,1,1,0,0,1,0,0,1,0,0,0
28.83,41.94,169.0,445.0,12773.0,20559.0,937.4915,1.83,1.91,12.62,1.968,0.044,0.3797752808988764,0,0,0,1,1,1,0,1,1,0,0,0
29.58,39.82,80.0,402.0,12829.0,20684.0,937.517,2.07,2.15,14.23,2.218,0.05,0.1990049751243781,0,0,0,1,1,1,1,1,1,0,0,1
10.215,48.4,1306.0,410.0,12985.0,19394.0,938.841,1.8,1.87,12.41,1.936,0.044,3.1853658536585368,0,1,1,0,1,1,0,0,0,0,0,1
12.191,47.54,140.0,400.0,13164.0,20027.0,939.62,0.84,0.87,5.76,0.899,0.02,0.35,0,1,1,1,1,1,0,1,1,1,1,1
12.233,48.5,1195.0,409.0,12876.0,19435.0,938.788,1.66,1.73,11.44,1.783,0.04,2.921760391198044,0,1,1,0,1,1,0,0,0,0,0,1
-18.45,48.73,1339.0,400.0,12968.0,19394.0,938.736,1.74,1.8,11.95,1.863,0.042,3.3475,1,1,1,0,1,1,0,0,0,1,1,1
-19.001,49.11,1320.0,400.0,12974.0,19395.0,938.757,1.88,1.95,12.94,2.019,0.046,3.3,1,1,1,0,1,1,0,0,0,1,1,1
42.54,39.165000000000006,2784.5,400.0,12899.0,19710.0,937.4915,0.54,0.56,3.72,0.581,0.013,6.96125,0,0,0,1,1,1,0,0,0,1,1,1
27.59,42.23,49.0,431.0,12825.0,20725.0,937.608,2.18,2.27,15.03,2.344,0.053,0.1136890951276102,0,0,0,1,1,1,1,1,1,0,0,1
13.377,49.56,1164.0,415.0,12881.0,19432.0,938.757,1.78,1.85,12.26,1.912,0.043,2.8048192771084337,0,1,1,0,1,1,0,0,1,0,0,1
17.286,53.01,67.0,400.0,13186.0,20113.0,939.613,1.12,1.16,7.7,1.2,0.027,0.1675,0,0,1,0,0,1,1,1,1,1,1,1
-5.191,56.6,356.0,400.0,13063.0,19906.0,939.279,0.48,0.5,3.32,0.518,0.012,0.89,1,1,1,0,0,0,0,1,1,1,1,1
11.53,56.86,14.0,400.0,12781.0,19777.0,939.816,0.29,0.32,1.95,0.337,0.027,0.035,0,1,1,0,0,0,1,1,1,1,1,1
17.92,50.89,1149.0,404.0,12899.0,19439.0,938.709,1.66,1.73,11.44,1.784,0.04,2.844059405940594,0,0,1,0,0,1,0,0,1,0,0,1
17.13,52.62,1113.0,480.0,12815.0,19455.0,939.015,2.25,2.34,15.47,2.413,0.054,2.31875,0,0,1,0,0,1,0,0,1,0,0,0
-16.356,54.11,1400.0,408.0,12977.0,19384.0,938.706,1.53,1.59,10.54,1.643,0.037,3.431372549019608,1,1,1,0,0,0,0,0,0,0,0,1
-8.936,49.48,36.0,400.0,13243.0,20183.0,939.694,2.53,2.63,17.44,2.72,0.061,0.09,1,1,1,0,1,1,1,1,1,1,1,1
25.504,52.7,12.0,400.0,12808.0,19801.0,939.82,0.27,0.3,1.8,0.309,0.024,0.03,0,0,0,0,0,1,1,1,1,1,1,1
28.12,43.99,111.0,400.0,12799.0,20614.0,937.4915,2.09,2.17,14.4,2.245,0.051,0.2775,0,0,0,1,1,1,1,1,1,1,1,1
-21.627,53.76,1352.0,404.0,12976.0,19390.0,938.702,1.75,1.82,12.07,1.882,0.043,3.3465346534653464,1,1,1,0,0,0,0,0,0,0,0,1
14.126,47.76,965.0,480.0,12823.0,19484.0,939.052,2.0,2.08,13.76,2.146,0.048,2.0104166666666665,0,0,1,0,1,1,0,1,1,0,0,0
-5.155,56.8,356.0,400.0,13068.0,19905.0,939.281,0.57,0.59,3.94,0.614,0.014,0.89,1,1,1,0,0,0,0,1,1,1,1,1
-16.763,47.76,1371.0,400.0,12981.0,19384.0,938.704,1.9,1.98,13.1,2.042,0.046,3.4275,1,1,1,0,1,1,0,0,0,1,1,1
19.246,48.52,1182.0,400.0,12913.0,19431.0,938.705,1.9,1.98,13.09,2.041,0.046,2.955,0,0,1,0,1,1,0,0,1,1,1,1
11.618,48.22,1042.0,480.0,12814.0,19469.0,939.079,2.32,2.41,15.94,2.485,0.056,2.1708333333333334,0,1,1,0,1,1,0,0,1,0,0,0
19.052,53.67,1205.0,409.0,12924.0,19429.0,938.726,1.63,1.69,11.21,1.749,0.039,2.946210268948655,0,0,1,0,0,0,0,0,0,0,0,1
-4.355,50.85,275.0,400.0,13123.0,19991.0,939.507,0.48,0.5,3.33,0.519,0.012,0.6875,1,1,1,0,0,1,0,1,1,1,1,1
-7.258,47.84,1316.0,400.0,12963.0,19399.0,938.712,2.05,2.13,14.11,2.2,0.05,3.29,1,1,1,0,1,1,0,0,0,1,1,1
-5.296,51.39,38.0,400.0,13264.0,20180.0,939.656,2.32,2.41,16.0,2.494,0.056,0.095,1,1,1,0,0,1,1,1,1,1,1,1
2.645,48.74,952.0,480.0,12792.0,19494.0,939.093,2.13,2.21,14.63,2.282,0.052,1.9833333333333332,0,1,1,0,1,1,0,1,1,0,0,0
3.1,50.59,963.0,480.0,12789.0,19485.0,939.091,2.46,2.56,16.96,2.645,0.06,2.00625,0,1,1,0,0,1,0,1,1,0,0,0
55.76,39.165000000000006,2784.5,480.0,12407.0,18490.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
28.29,45.33,50.0,400.0,12844.0,20715.0,937.514,1.8,1.87,12.37,1.929,0.044,0.125,0,0,0,1,1,1,1,1,1,1,1,1
11.09,56.66,2.0,400.0,12645.0,19709.0,939.783,0.15,0.24,0.85,0.264,0.0779999999999999,0.005,0,1,1,0,0,0,1,1,1,1,1,1
25.98,47.32,138.0,401.0,12788.0,20580.0,937.4915,1.75,1.82,12.04,1.878,0.042,0.3441396508728179,0,0,0,1,1,1,0,1,1,0,0,1
-6.55,53.53,213.0,400.0,13138.0,20046.0,939.603,0.71,0.74,4.92,0.767,0.017,0.5325,1,1,1,0,0,0,0,1,1,1,1,1
5.918,54.55,318.0,400.0,13107.0,19893.0,939.687,1.3,1.35,8.93,1.392,0.031,0.795,0,1,1,0,0,0,0,1,1,1,1,1
20.262,51.81,1184.0,480.0,12832.0,19436.0,938.909,2.02,2.1,13.93,2.173,0.049,2.466666666666667,0,0,1,0,0,1,0,0,1,0,0,0
28.46,42.5,122.0,400.0,12792.0,20598.0,937.4915,1.89,1.96,12.98,2.024,0.046,0.305,0,0,0,1,1,1,1,1,1,1,1,1
11.271,53.38,1153.0,400.0,12971.0,19442.0,938.733,1.87,1.95,12.9,2.012,0.045,2.8825,0,1,1,0,0,0,0,0,1,1,1,1
46.51,39.165000000000006,276.0,400.0,13491.0,20875.0,937.4915,1.57,1.63,10.78,1.682,0.038,0.69,0,0,0,1,1,1,0,1,1,1,1,1
5.805,47.73,1331.0,401.0,12988.0,19397.0,938.818,1.97,2.05,13.56,2.115,0.048,3.319201995012469,0,1,1,0,1,1,0,0,0,0,0,1
-9.196,49.03,45.0,400.0,13251.0,20213.0,939.724,2.49,2.59,17.13,2.671,0.06,0.1125,1,1,1,0,1,1,1,1,1,1,1,1
-9.267,54.67,31.0,400.0,13247.0,20212.0,939.709,2.32,2.41,15.99,2.493,0.056,0.0775,1,1,1,0,0,0,1,1,1,1,1,1
14.45,47.92,1134.0,400.0,12895.0,19443.0,938.803,1.85,1.92,12.72,1.984,0.045,2.835,0,0,1,0,1,1,0,0,1,1,1,1
48.44,39.165000000000006,1000.0,400.0,13527.0,20413.0,937.4915,0.68,0.7,4.66,0.727,0.016,2.5,0,0,0,1,1,1,0,0,1,1,1,1
-8.511,51.58,145.0,400.0,13186.0,20120.0,939.687,1.43,1.49,9.86,1.538,0.035,0.3625,1,1,1,0,0,1,0,1,1,1,1,1
-5.076,51.52,57.0,400.0,13246.0,20163.0,939.658,2.02,2.1,13.92,2.171,0.049,0.1425,1,1,1,0,0,1,1,1,1,1,1,1
23.82,48.15,55.0,400.0,13124.0,20000.0,939.599,0.59,0.61,4.05,0.632,0.014,0.1375,0,0,0,0,1,1,1,1,1,1,1,1
12.013,47.29,1174.0,429.0,12873.0,19426.0,938.797,1.93,2.0,13.28,2.071,0.047,2.7365967365967365,0,1,1,1,1,1,0,0,1,0,0,1
20.246,52.38,1230.0,402.0,12906.0,19424.0,938.722,1.79,1.86,12.33,1.922,0.043,3.0597014925373136,0,0,1,0,0,1,0,0,0,0,0,1
-21.976,47.72,1377.0,403.0,12971.0,19382.0,938.692,1.78,1.84,12.22,1.906,0.043,3.4168734491315136,1,1,1,0,1,1,0,0,0,0,0,1
-9.225,55.24,44.0,400.0,13247.0,20204.0,939.74,2.23,2.32,15.36,2.396,0.054,0.11,1,1,1,0,0,0,1,1,1,1,1,1
19.366,53.01,1195.0,419.0,12898.0,19426.0,938.704,1.85,1.92,12.71,1.982,0.045,2.8520286396181382,0,0,1,0,0,1,0,0,0,0,0,1
-8.576,48.3,29.0,400.0,13250.0,20188.0,939.676,2.22,2.31,15.29,2.384,0.054,0.0725,1,1,1,0,1,1,1,1,1,1,1,1
-20.043,48.53,1325.0,400.0,12974.0,19402.0,938.768,1.91,1.98,13.13,2.048,0.046,3.3125,1,1,1,0,1,1,0,0,0,1,1,1
-4.225,58.55,726.0,480.0,12677.0,19545.0,939.145,2.69,2.79,18.49,2.884,0.065,1.5125,1,1,1,0,0,0,0,1,1,0,0,0
15.05,47.16,1122.0,457.0,12862.0,19444.0,938.898,1.89,1.96,13.0,2.027,0.046,2.455142231947484,0,0,1,1,1,1,0,0,1,0,0,0
-4.794,56.42,679.0,480.0,12766.0,19579.0,939.146,2.54,2.64,17.47,2.724,0.062,1.4145833333333333,1,1,1,0,0,0,0,1,1,0,0,0
4.336,51.91,1362.0,431.0,12944.0,19389.0,938.702,2.05,2.13,14.13,2.203,0.05,3.160092807424594,0,1,1,0,0,1,0,0,0,0,0,1
-4.217,50.9,265.0,400.0,13124.0,20005.0,939.488,0.62,0.64,4.27,0.666,0.015,0.6625,1,1,1,0,0,1,0,1,1,1,1,1
25.069,54.47,0.0,400.0,12770.0,19790.0,939.818,0.27,0.31,1.75,0.33,0.041,0.0,0,0,0,0,0,0,1,1,1,1,1,1
28.08,45.83,7.0,400.0,12853.0,20769.0,937.587,1.85,1.92,12.73,1.985,0.045,0.0175,0,0,0,1,1,1,1,1,1,1,1,1
18.898,50.8,1101.0,480.0,12855.0,19452.0,938.875,1.79,1.86,12.35,1.926,0.043,2.29375,0,0,1,0,0,1,0,0,1,0,0,0
17.064,49.31,1155.0,480.0,12843.0,19445.0,938.914,1.91,1.99,13.16,2.052,0.046,2.40625,0,0,1,0,1,1,0,0,1,0,0,0
57.52,39.165000000000006,2784.5,400.0,13029.0,19008.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,6.96125,0,0,0,1,1,1,0,0,0,1,1,1
-2.881,51.02,808.0,480.0,12774.0,19533.0,939.12,2.45,2.55,16.87,2.631,0.059,1.6833333333333331,0,1,1,0,0,1,0,1,1,0,0,0
-11.734,53.22,1237.0,400.0,13026.0,19423.0,938.742,2.35,2.44,16.15,2.519,0.057,3.0925,1,1,1,0,0,1,0,0,0,1,1,1
26.03,47.23,122.0,415.0,12777.0,20598.0,937.4915,1.94,2.02,13.36,2.084,0.047,0.2939759036144578,0,0,0,1,1,1,1,1,1,0,0,1
55.95,39.165000000000006,2784.5,400.0,13042.0,19038.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,6.96125,0,0,0,1,1,1,0,0,0,1,1,1
20.472,47.45,1208.0,401.0,12913.0,19425.0,938.7,1.69,1.76,11.64,1.815,0.041,3.0124688279301743,0,0,1,1,1,1,0,0,0,0,0,1
18.664,51.62,1151.0,410.0,12911.0,19440.0,938.724,1.75,1.82,12.04,1.877,0.042,2.8073170731707315,0,0,1,0,0,1,0,0,1,0,0,1
12.102,50.51,1105.0,400.0,12888.0,19451.0,938.799,1.98,2.06,13.64,2.127,0.048,2.7625,0,1,1,0,0,1,0,0,1,1,1,1
58.13,39.165000000000006,2784.5,400.0,13062.0,19059.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,6.96125,0,0,0,1,1,1,0,0,0,1,1,1
26.722,50.16,28.0,400.0,12931.0,19872.0,939.765,0.24,0.25,1.68,0.262,0.006,0.07,0,0,0,0,1,1,1,1,1,1,1,1
-5.04,50.57,345.0,400.0,13079.0,19908.0,939.296,0.27,0.28,1.88,0.293,0.007,0.8625,1,1,1,0,0,1,0,1,1,1,1,1
-6.582,49.16,201.0,400.0,13155.0,20063.0,939.613,0.78,0.81,5.36,0.836,0.019,0.5025,1,1,1,0,1,1,0,1,1,1,1,1
27.05,43.78,100.0,451.0,12769.0,20669.0,937.53,1.92,1.99,13.19,2.057,0.046,0.2217294900221729,0,0,0,1,1,1,1,1,1,0,0,0
3.348,47.84,1283.0,400.0,12999.0,19415.0,938.814,2.27,2.36,15.65,2.44,0.055,3.2075,0,1,1,0,1,1,0,0,0,1,1,1
-4.246,55.89,281.0,400.0,13115.0,19983.0,939.49,0.51,0.53,3.49,0.543,0.012,0.7025,1,1,1,0,0,0,0,1,1,1,1,1
22.612,49.5,27.0,440.0,12577.0,19649.0,939.815,0.53,1.2,2.01,1.341,0.0779999999999999,0.0613636363636363,0,0,0,0,1,1,1,1,1,0,0,0
18.493,53.59,1178.0,406.0,12912.0,19429.0,938.696,1.8,1.87,12.38,1.931,0.044,2.9014778325123154,0,0,1,0,0,0,0,0,1,0,0,1
4.449,52.81,340.0,400.0,13096.0,19871.0,939.71,1.35,1.4,9.29,1.449,0.033,0.85,0,1,1,0,0,1,0,1,1,1,1,1
25.89,47.6,125.0,413.0,12781.0,20596.0,937.4915,1.82,1.89,12.53,1.955,0.044,0.3026634382566586,0,0,0,1,1,1,0,1,1,0,0,1
26.827,53.0,0.0,400.0,12981.0,19921.0,939.808,0.14,0.15,1.0,0.156,0.006,0.0,0,0,0,0,0,1,1,1,1,1,1,1
12.985,49.1,1082.0,444.0,12873.0,19460.0,938.816,1.98,2.06,13.65,2.128,0.048,2.436936936936937,0,1,1,0,1,1,0,0,1,0,0,0
-7.745,55.29,181.0,400.0,13160.0,20084.0,939.64,0.86,0.9,5.94,0.927,0.021,0.4525,1,1,1,0,0,0,0,1,1,1,1,1
28.21,44.27,168.0,427.0,12776.0,20559.0,937.4915,1.85,1.92,12.72,1.983,0.045,0.3934426229508196,0,0,0,1,1,1,0,1,1,0,0,1
-14.975,49.65,1327.0,400.0,12968.0,19399.0,938.727,1.84,1.92,12.69,1.979,0.045,3.3175,1,1,1,0,1,1,0,0,0,1,1,1
-19.074,48.22,1346.0,402.0,12970.0,19392.0,938.735,2.09,2.17,14.35,2.238,0.051,3.3482587064676617,1,1,1,0,1,1,0,0,0,0,0,1
1.996,52.59,169.0,400.0,13205.0,20047.0,939.654,1.83,1.9,12.59,1.963,0.044,0.4225,0,1,1,0,0,1,0,1,1,1,1,1
-14.068,54.1,1381.0,415.0,12956.0,19377.0,938.711,1.77,1.84,12.19,1.901,0.043,3.327710843373494,1,1,1,0,0,0,0,0,0,0,0,1
12.474,51.6,1107.0,431.0,12872.0,19446.0,938.82,1.49,1.55,10.28,1.603,0.036,2.5684454756380517,0,1,1,0,0,1,0,0,1,0,0,1
27.53,42.05,167.0,441.0,12767.0,20555.0,937.4915,1.74,1.81,11.96,1.866,0.042,0.3786848072562358,0,0,0,1,1,1,0,1,1,0,0,0
15.438,52.77,1141.0,400.0,12897.0,19441.0,938.755,1.58,1.65,10.9,1.699,0.038,2.8525,0,0,1,0,0,1,0,0,1,1,1,1
12.87,48.37,1128.0,404.0,12887.0,19433.0,938.761,1.53,1.59,10.5,1.638,0.037,2.792079207920792,0,1,1,0,1,1,0,0,1,0,0,1
19.08,54.05,30.0,400.0,13200.0,20126.0,939.577,1.28,1.33,8.83,1.376,0.031,0.075,0,0,1,0,0,0,1,1,1,1,1,1
12.092,53.37,1132.0,406.0,12883.0,19451.0,938.782,2.1,2.18,14.44,2.252,0.051,2.7881773399014778,0,1,1,0,0,0,0,0,1,0,0,1
23.002,53.22,31.0,400.0,13146.0,20020.0,939.606,0.55,0.57,3.78,0.59,0.013,0.0775,0,0,0,0,0,1,1,1,1,1,1,1
18.672,52.18,1176.0,400.0,12905.0,19439.0,938.724,1.73,1.8,11.93,1.86,0.042,2.94,0,0,1,0,0,1,0,0,1,1,1,1
-0.524,52.36,128.0,400.0,13220.0,20083.0,939.614,1.87,1.94,12.88,2.009,0.045,0.32,0,1,1,0,0,1,0,1,1,1,1,1
13.268,51.06,1086.0,450.0,12861.0,19450.0,938.809,1.8,1.87,12.36,1.927,0.044,2.4133333333333336,0,1,1,0,0,1,0,0,1,0,0,0
17.822,54.3,0.0,400.0,13244.0,20190.0,939.623,0.92,0.95,6.33,0.986,0.022,0.0,0,0,1,0,0,0,1,1,1,1,1,1
-22.01,47.76,1346.0,401.0,12977.0,19397.0,938.713,1.57,1.63,10.81,1.686,0.038,3.3566084788029924,1,1,1,0,1,1,0,0,0,0,0,1
19.703,47.38,1210.0,400.0,12913.0,19424.0,938.72,1.96,2.03,13.46,2.099,0.047,3.025,0,0,1,1,1,1,0,0,0,1,1,1
13.34,51.38,23.0,421.0,12532.0,19631.0,939.779,0.12,0.44,0.04,0.509,0.0779999999999999,0.0546318289786223,0,1,1,0,0,1,1,1,1,0,0,1
27.122,50.39,13.0,400.0,13040.0,19934.0,939.779,0.37,0.39,2.58,0.402,0.009,0.0325,0,0,0,0,0,1,1,1,1,1,1,1
14.176,47.49,973.0,480.0,12812.0,19477.0,939.059,1.91,1.98,13.15,2.05,0.046,2.027083333333333,0,0,1,1,1,1,0,1,1,0,0,0
-4.805,56.79,661.0,480.0,12789.0,19588.0,939.159,2.31,2.4,15.92,2.483,0.056,1.3770833333333334,1,1,1,0,0,0,0,1,1,0,0,0
29.28,40.35,76.0,400.0,12782.0,20665.0,937.534,2.0,2.07,13.74,2.142,0.048,0.19,0,0,0,1,1,1,1,1,1,1,1,1
12.311,48.32,1117.0,431.0,12878.0,19450.0,938.826,1.73,1.8,11.92,1.858,0.042,2.5916473317865427,0,1,1,0,1,1,0,0,1,0,0,1
-4.466,49.55,274.0,400.0,13114.0,19992.0,939.501,0.38,0.4,2.62,0.408,0.009,0.685,1,1,1,0,1,1,0,1,1,1,1,1
12.001,52.89,1176.0,417.0,12879.0,19450.0,938.814,1.61,1.67,11.07,1.726,0.039,2.820143884892086,0,1,1,0,0,1,0,0,1,0,0,1
-9.093,54.77,15.0,400.0,13258.0,20219.0,939.699,2.35,2.45,16.2,2.527,0.057,0.0375,1,1,1,0,0,0,1,1,1,1,1,1
27.055,51.81,12.0,400.0,13068.0,19957.0,939.742,0.37,0.39,2.55,0.398,0.009,0.03,0,0,0,0,0,1,1,1,1,1,1,1
26.63,45.82,104.0,410.0,12823.0,20658.0,937.503,2.14,2.22,14.7,2.293,0.052,0.2536585365853658,0,0,0,1,1,1,1,1,1,0,0,1
20.407,52.26,1101.0,480.0,12840.0,19455.0,938.903,1.85,1.92,12.75,1.987,0.045,2.29375,0,0,1,0,0,1,0,0,1,0,0,0
-20.119,53.78,1379.0,403.0,12975.0,19383.0,938.716,1.86,1.93,12.79,1.995,0.045,3.4218362282878414,1,1,1,0,0,0,0,0,0,0,0,1
-3.9,55.68,670.0,480.0,12698.0,19574.0,939.129,2.62,2.72,18.0,2.808,0.063,1.3958333333333333,0,1,1,0,0,0,0,1,1,0,0,0
19.886,53.32,1107.0,480.0,12822.0,19449.0,938.987,2.24,2.33,15.41,2.403,0.054,2.30625,0,0,1,0,0,0,0,0,1,0,0,0
25.694,53.98,17.0,400.0,12806.0,19797.0,939.83,0.15,0.16,1.04,0.163,0.006,0.0425,0,0,0,0,0,0,1,1,1,1,1,1
-9.215,48.37,9.0,400.0,13261.0,20218.0,939.723,2.49,2.59,17.15,2.674,0.06,0.0225,1,1,1,0,1,1,1,1,1,1,1,1
11.999,47.1,1117.0,400.0,12884.0,19449.0,938.825,1.69,1.75,11.62,1.812,0.041,2.7925,0,1,1,1,1,1,0,0,1,1,1,1
-19.966,50.13,1379.0,400.0,12981.0,19394.0,938.711,1.7,1.77,11.73,1.829,0.041,3.4475,1,1,1,0,1,1,0,0,0,1,1,1
15.337,47.77,1136.0,400.0,12898.0,19442.0,938.767,1.85,1.92,12.74,1.986,0.045,2.84,0,0,1,0,1,1,0,0,1,1,1,1
21.768,47.27,6.0,400.0,13155.0,20055.0,939.626,0.93,0.97,6.41,0.999,0.023,0.015,0,0,0,1,1,1,1,1,1,1,1,1
14.059,46.78,136.0,400.0,13161.0,20037.0,939.667,0.95,0.98,6.51,1.016,0.023,0.34,0,0,1,1,1,1,0,1,1,1,1,1
14.326,52.29,1141.0,404.0,12896.0,19450.0,938.786,1.67,1.74,11.52,1.797,0.041,2.8242574257425743,0,0,1,0,0,1,0,0,1,0,0,1
29.51,40.09,29.0,400.0,12844.0,20754.0,937.562,1.85,1.92,12.71,1.981,0.045,0.0725,0,0,0,1,1,1,1,1,1,1,1,1
-5.06,61.765,626.0,480.0,12858.0,19626.0,939.208,2.48,2.57,17.05,2.659,0.06,1.3041666666666667,1,1,1,0,0,0,0,1,1,0,0,0
25.82,47.76,140.0,413.0,12775.0,20579.0,937.4915,2.25,2.34,15.5,2.417,0.055,0.3389830508474576,0,0,0,0,1,1,0,1,1,0,0,1
26.02,47.56,150.0,422.0,12779.0,20568.0,937.4915,1.64,1.71,11.3,1.763,0.04,0.3554502369668246,0,0,0,1,1,1,0,1,1,0,0,1
24.68,45.89,0.0,400.0,13283.0,21010.0,937.4915,1.6,1.66,10.99,1.714,0.039,0.0,0,0,0,1,1,1,1,1,1,1,1,1
20.758,47.4,1203.0,400.0,12923.0,19428.0,938.719,1.6,1.66,10.99,1.715,0.039,3.0075,0,0,1,1,1,1,0,0,0,1,1,1
13.539,47.53,1082.0,431.0,12874.0,19453.0,938.812,1.77,1.84,12.19,1.901,0.043,2.510440835266821,0,0,1,1,1,1,0,0,1,0,0,1
20.106,50.33,1231.0,480.0,12832.0,19417.0,938.891,1.67,1.73,11.47,1.789,0.04,2.564583333333333,0,0,1,0,1,1,0,0,0,0,0,0
-8.281,55.62,157.0,400.0,13184.0,20115.0,939.675,0.92,0.96,6.34,0.988,0.022,0.3925,1,1,1,0,0,0,0,1,1,1,1,1
-4.591,61.63,724.0,480.0,12784.0,19559.0,939.148,2.9,3.01,19.95,3.111,0.07,1.5083333333333333,1,1,1,0,0,0,0,1,1,0,0,0
-3.929,58.73,690.0,480.0,12712.0,19567.0,939.122,2.59,2.69,17.84,2.783,0.063,1.4375,0,1,1,0,0,0,0,1,1,0,0,0
-5.075,54.29,333.0,400.0,13095.0,19933.0,939.283,0.36,0.38,2.5,0.39,0.009,0.8325,1,1,1,0,0,0,0,1,1,1,1,1
29.16,40.71,94.0,415.0,12783.0,20657.0,937.558,1.98,2.06,13.64,2.126,0.048,0.2265060240963855,0,0,0,1,1,1,1,1,1,0,0,1
23.534,54.2,87.0,400.0,13112.0,19970.0,939.61,0.85,0.88,5.84,0.911,0.021,0.2175,0,0,0,0,0,0,1,1,1,1,1,1
-5.166,53.44,64.0,400.0,13247.0,20155.0,939.647,2.12,2.2,14.56,2.27,0.051,0.16,1,1,1,0,0,0,1,1,1,1,1,1
4.063,53.39,1291.0,401.0,12991.0,19410.0,938.814,2.45,2.55,16.87,2.63,0.059,3.2194513715710724,0,1,1,0,0,0,0,0,0,0,0,1
-5.167,54.94,353.0,400.0,13080.0,19913.0,939.278,0.43,0.44,2.93,0.457,0.01,0.8825,1,1,1,0,0,0,0,1,1,1,1,1
5.062,49.13,1289.0,400.0,12992.0,19396.0,938.803,1.96,2.03,13.48,2.101,0.047,3.2225,0,1,1,0,1,1,0,0,0,1,1,1
20.851,53.28,1063.0,480.0,12835.0,19463.0,938.92,2.07,2.15,14.27,2.226,0.05,2.214583333333333,0,0,1,0,0,1,0,0,1,0,0,0
26.489,50.1,9.0,400.0,12919.0,19863.0,939.783,0.26,0.27,1.8,0.28,0.006,0.0225,0,0,0,0,1,1,1,1,1,1,1,1
-6.869,51.39,195.0,400.0,13163.0,20080.0,939.618,0.68,0.71,4.68,0.73,0.016,0.4875,1,1,1,0,0,1,0,1,1,1,1,1
18.897,47.95,1145.0,400.0,12933.0,19438.0,938.702,1.76,1.83,12.11,1.889,0.043,2.8625,0,0,1,0,1,1,0,0,1,1,1,1
3.987,48.82,1036.0,480.0,12777.0,19470.0,939.067,2.05,2.13,14.13,2.203,0.05,2.158333333333333,0,1,1,0,1,1,0,0,1,0,0,0
14.823,54.51,1304.0,411.0,12985.0,19394.0,938.834,1.56,1.63,10.77,1.68,0.038,3.172749391727494,0,0,1,0,0,0,0,0,0,0,0,1
0.992,52.5,950.0,480.0,12775.0,19490.0,939.125,1.92,2.0,13.24,2.064,0.047,1.9791666666666667,0,1,1,0,0,1,0,1,1,0,0,0
28.83,42.5,202.0,423.0,12773.0,20527.0,937.4915,1.71,1.78,11.76,1.834,0.041,0.4775413711583924,0,0,0,1,1,1,0,1,1,0,0,1
18.14,48.22,1149.0,400.0,12934.0,19446.0,938.713,1.76,1.82,12.09,1.885,0.043,2.8725,0,0,1,0,1,1,0,0,1,1,1,1
-10.488,53.55,1333.0,405.0,12958.0,19390.0,938.711,1.43,1.48,9.84,1.534,0.035,3.291358024691358,1,1,1,0,0,0,0,0,0,0,0,1
28.6,42.0,63.0,400.0,12789.0,20664.0,937.4915,2.05,2.13,14.09,2.197,0.05,0.1575,0,0,0,1,1,1,1,1,1,1,1,1
8.719,52.56,963.0,400.0,13013.0,19491.0,938.724,2.7,2.8,18.56,2.895,0.065,2.4075,0,1,1,0,0,1,0,1,1,1,1,1
26.509,50.04,18.0,400.0,12901.0,19849.0,939.783,0.27,0.28,1.84,0.286,0.006,0.045,0,0,0,0,1,1,1,1,1,1,1,1
-5.239,52.18,383.0,400.0,13042.0,19884.0,939.271,0.29,0.31,2.03,0.316,0.007,0.9575,1,1,1,0,0,1,0,1,1,1,1,1
57.42,39.165000000000006,2784.5,480.0,12539.0,18490.0,937.4915,0.92,0.96,6.33,0.988,0.022,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
27.02,42.3,165.0,445.0,12767.0,20562.0,937.4915,1.75,1.82,12.06,1.88,0.042,0.3707865168539326,0,0,0,1,1,1,0,1,1,0,0,0
-7.519,48.05,40.0,400.0,13252.0,20180.0,939.68,2.35,2.44,16.2,2.526,0.057,0.1,1,1,1,0,1,1,1,1,1,1,1,1
12.029,47.97,1149.0,415.0,12881.0,19433.0,938.765,1.77,1.84,12.17,1.897,0.043,2.7686746987951807,0,1,1,0,1,1,0,0,1,0,0,1
17.856,47.66,1117.0,403.0,12906.0,19443.0,938.711,1.79,1.86,12.32,1.921,0.043,2.771712158808933,0,0,1,0,1,1,0,0,1,0,0,1
